Fold,F1,Recall,Precision,Accuracy,AUC-ROC
0,0.7810763888888889,0.6862745098039216,0.7777777777777778,0.7833333333333333,0.886615515771526
1,0.7726305609284333,0.6792452830188679,0.782608695652174,0.775,0.8349760630808224
2,0.830081597856534,0.7407407407407407,0.8695652173913043,0.8319327731092437,0.905982905982906
3,0.7893667270829902,0.6976744186046512,0.7142857142857143,0.7899159663865546,0.8414932680538556
4,0.8181804895871391,0.8863636363636364,0.6964285714285714,0.8151260504201681,0.8896969696969698
5,0.7890199637023593,0.6862745098039216,0.7954545454545454,0.7916666666666666,0.880363739698778
6,0.81385336743393,0.7017543859649122,0.8888888888888888,0.8166666666666667,0.8691172375382902
7,0.8588827629704542,0.8536585365853658,0.7608695652173914,0.8571428571428571,0.8777360850531583
8,0.7905477980665949,0.7843137254901961,0.7407407407407407,0.7899159663865546,0.8806228373702423
9,0.7735841589383006,0.7111111111111111,0.6956521739130435,0.773109243697479,0.8591591591591592
